"gisjoin","year","state","county","statefips","countyfips","year.new","owner_occupied_1_01_to_1_50_occupants_per_room","owner_occupied_1_51_to_2_00_occupants_per_room","owner_occupied_2_01_or_more_occupants_per_room","renter_occupied_1_01_to_1_50_occupants_per_room","renter_occupied_1_51_to_2_00_occupants_per_room","renter_occupied_2_01_or_more_occupants_per_room","built_1939_or_earlier","median_gross_rent","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicaid_means_tested_public_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X35_to_64_years_no_health_insurance_coverage","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X65_years_and_over_no_health_insurance_coverage","male_35_to_64_years_with_a_disability","male_65_to_74_years_with_a_disability","female_35_to_64_years_with_a_disability","female_65_to_74_years_with_a_disability"
"g7200710",2013,"puerto rico","isabela municipio",72,71,2013,284,83,9,144,58,0,167,"456",656,6986,147,1474,35,1684,2355,0,3634,232,74,3277,1021,3265,1177
"g7200730",2013,"puerto rico","jayuya municipio",72,73,2013,212,23,0,133,3,13,73,"398",323,2748,13,288,28,126,617,0,904,64,17,1017,291,1196,320
"g7200750",2013,"puerto rico","juana díaz municipio",72,75,2013,813,139,10,334,78,21,338,"441",484,7417,45,699,77,921,2166,25,2561,314,99,2395,829,2305,813
"g7200770",2013,"puerto rico","juncos municipio",72,77,2013,73,40,0,190,12,11,357,"456",704,5207,81,710,35,1542,2072,0,1799,164,59,1770,622,1827,679
"g7200790",2013,"puerto rico","lajas municipio",72,79,2013,143,8,33,284,20,14,313,"433",200,5047,64,585,38,405,1019,8,2112,152,101,931,396,969,504
"g7200810",2013,"puerto rico","lares municipio",72,81,2013,64,28,9,335,47,24,338,"395",546,5387,19,441,14,1679,2093,44,1524,75,35,1369,498,1682,650
"g7200830",2013,"puerto rico","las marías municipio",72,83,2013,113,31,0,116,18,0,150,"279",97,1635,2,156,4,188,546,0,576,43,17,173,82,202,87
"g7200850",2013,"puerto rico","las piedras municipio",72,85,2013,201,26,0,259,25,0,246,"454",831,6186,47,1015,26,1218,1480,0,2636,103,28,1771,328,1872,639
"g7200870",2013,"puerto rico","loíza municipio",72,87,2013,333,61,8,211,52,0,309,"437",343,3797,86,255,44,1648,743,24,1487,140,49,1128,327,1348,502
"g7200890",2013,"puerto rico","luquillo municipio",72,89,2013,187,37,0,87,47,0,235,"444",372,2298,0,162,74,850,1278,0,1006,128,0,998,451,1002,533
"g7200910",2013,"puerto rico","manatí municipio",72,91,2013,848,81,41,369,108,11,327,"449",886,4140,0,1139,47,1605,2118,18,2777,193,76,1766,618,1792,1047
"g7200930",2013,"puerto rico","maricao municipio",72,93,2013,35,20,0,54,16,0,145,"333",88,1256,21,33,0,145,189,0,497,0,11,94,27,87,36
"g7200950",2013,"puerto rico","maunabo municipio",72,95,2013,167,91,0,142,24,0,284,"337",335,2131,0,401,16,314,613,11,990,43,10,718,259,653,270
"g7200970",2013,"puerto rico","mayagüez municipio",72,97,2013,410,55,0,537,62,42,1472,"392",1201,9866,124,828,86,2720,6450,9,4124,382,28,3108,1333,3634,1872
"g7200990",2013,"puerto rico","moca municipio",72,99,2013,216,16,9,129,23,0,371,"409",564,6667,35,1279,50,1208,1520,2,2502,107,38,2339,511,2070,721
"g7201010",2013,"puerto rico","morovis municipio",72,101,2013,250,44,0,191,49,0,45,"432",607,6196,0,828,26,728,1344,7,1848,69,6,2015,574,2501,655
"g7201030",2013,"puerto rico","naguabo municipio",72,103,2013,539,66,0,186,18,0,215,"415",413,4206,13,734,80,606,872,20,1502,114,21,767,196,706,431
"g7201050",2013,"puerto rico","naranjito municipio",72,105,2013,295,45,6,276,17,13,135,"414",414,4647,55,1123,87,578,947,16,2165,133,0,1549,493,1449,495
"g7201070",2013,"puerto rico","orocovis municipio",72,107,2013,127,23,0,124,18,0,52,"325",627,4090,54,921,26,502,793,0,1401,112,29,1947,471,1834,500
"g7201090",2013,"puerto rico","patillas municipio",72,109,2013,144,0,0,58,8,0,241,"348",245,3583,0,598,23,462,698,0,1633,85,40,1051,437,1204,565
"g7201110",2013,"puerto rico","peñuelas municipio",72,111,2013,397,66,48,91,47,5,116,"380",236,4339,18,181,16,434,1205,0,1054,98,13,909,355,966,422
"g7201130",2013,"puerto rico","ponce municipio",72,113,2013,1407,274,46,855,129,85,2805,"401",1312,22476,236,2039,248,4445,8918,62,7900,1242,205,6012,2551,6893,3295
"g7201150",2013,"puerto rico","quebradillas municipio",72,115,2013,153,15,7,123,45,0,117,"346",397,4315,0,1102,37,647,1156,0,2065,63,28,1608,570,1835,748
"g7201170",2013,"puerto rico","rincón municipio",72,117,2013,80,10,28,50,0,0,48,"421",231,2833,48,267,31,299,854,0,1037,149,14,1078,479,1131,563
"g7201190",2013,"puerto rico","río grande municipio",72,119,2013,680,66,33,300,67,29,404,"509",1228,6334,120,702,63,1971,3191,13,2828,236,34,2502,943,2898,1429
"g7201210",2013,"puerto rico","sabana grande municipio",72,121,2013,169,30,24,108,36,0,314,"384",660,3579,24,262,30,556,1810,13,1384,106,73,1227,596,1317,657
"g7201230",2013,"puerto rico","salinas municipio",72,123,2013,278,60,0,307,27,0,691,"409",487,5225,13,171,8,1113,1992,0,1459,60,18,1214,556,1517,712
"g7201250",2013,"puerto rico","san germán municipio",72,125,2013,259,56,0,167,12,11,512,"342",425,5423,83,536,45,854,2270,13,2532,95,47,694,332,653,309
"g7201270",2013,"puerto rico","san juan municipio",72,127,2013,1169,408,80,2286,766,110,10297,"481",6180,29056,766,2051,232,23035,21787,106,12653,1853,880,12350,4984,15541,7871
"g7201290",2013,"puerto rico","san lorenzo municipio",72,129,2013,305,55,15,380,47,0,337,"490",827,6492,40,885,32,1275,1826,0,2612,114,30,1916,656,2260,680
"g7201310",2013,"puerto rico","san sebastián municipio",72,131,2013,191,27,0,159,42,21,620,"350",642,7523,102,1423,35,1327,1759,0,4043,200,54,2546,946,2465,1102
"g7201330",2013,"puerto rico","santa isabel municipio",72,133,2013,146,24,14,100,0,0,724,"433",286,3477,96,246,32,740,1283,0,1044,62,0,1389,456,1569,538
"g7201350",2013,"puerto rico","toa alta municipio",72,135,2013,831,100,24,517,42,18,305,"565",1108,6668,37,880,24,2548,3331,0,2149,217,17,3590,864,3373,1200
"g7201370",2013,"puerto rico","toa baja municipio",72,137,2013,771,128,87,610,111,14,341,"538",1024,8724,191,709,64,3526,4921,34,2723,462,53,3656,1330,4887,1979
"g7201390",2013,"puerto rico","trujillo alto municipio",72,139,2013,560,97,0,571,53,12,482,"531",719,5831,47,539,92,2221,4103,0,2432,381,69,2240,1200,2980,1320
"g7201410",2013,"puerto rico","utuado municipio",72,141,2013,260,56,19,112,42,9,304,"390",679,5812,36,396,44,1439,2220,2,1742,93,32,1795,549,1678,549
"g7201430",2013,"puerto rico","vega alta municipio",72,143,2013,403,77,24,215,65,0,237,"516",1017,5363,25,644,13,1601,2414,29,1820,118,90,1681,604,1833,772
"g7201450",2013,"puerto rico","vega baja municipio",72,145,2013,383,20,0,101,0,0,483,"545",795,8428,78,930,43,2218,3415,2,3424,167,75,2873,1031,3173,1312
"g7201470",2013,"puerto rico","vieques municipio",72,147,2013,128,23,0,32,0,0,13,"523",194,1507,6,158,0,349,477,12,563,34,65,210,43,184,26
"g7201490",2013,"puerto rico","villalba municipio",72,149,2013,608,56,20,196,0,0,171,"292",252,4793,45,399,20,302,745,0,1671,59,24,1129,445,1403,568
"g7201510",2013,"puerto rico","yabucoa municipio",72,151,2013,520,48,0,218,46,15,366,"383",779,5956,22,1654,62,1070,1577,0,2646,82,18,2455,693,2310,705
"g7201530",2013,"puerto rico","yauco municipio",72,153,2013,183,25,19,139,32,5,470,"374",624,7724,82,467,24,1169,2578,45,2337,162,31,2050,942,1921,1015
"g0100010",2014,"alabama","autauga county",1,1,2014,245,4,0,278,3,0,697,"876",343,765,121,538,60,2969,1601,0,441,129,7,1909,603,2022,799
"g0100030",2014,"alabama","baldwin county",1,3,2014,335,64,29,443,102,25,2495,"882",1374,2371,482,1205,320,13774,9699,0,1034,628,130,4900,2663,5754,2546
"g0100050",2014,"alabama","barbour county",1,5,2014,70,57,17,15,19,0,1028,"608",384,720,66,349,71,1622,900,0,504,65,61,949,404,956,467
"g0100070",2014,"alabama","bibb county",1,7,2014,7,0,0,10,0,0,763,"610",507,526,4,256,11,1401,1000,0,317,31,0,949,248,736,276
"g0100090",2014,"alabama","blount county",1,9,2014,199,26,18,95,0,6,1038,"609",502,1271,234,503,99,3289,2532,0,800,170,90,2482,953,2221,892
"g0100110",2014,"alabama","bullock county",1,11,2014,6,0,112,4,0,0,493,"570",91,558,52,124,30,903,321,0,233,89,8,435,136,406,165
"g0100130",2014,"alabama","butler county",1,13,2014,43,10,0,33,0,9,940,"581",532,532,47,397,9,1299,942,7,435,95,0,971,343,1097,316
"g0100150",2014,"alabama","calhoun county",1,15,2014,155,42,13,318,47,0,3155,"634",1733,2716,347,1364,247,7272,3069,0,1086,265,43,4921,1929,4965,2006
"g0100170",2014,"alabama","chambers county",1,17,2014,61,2,9,99,165,170,1946,"664",744,908,177,558,12,2527,1525,10,778,99,0,1660,504,1436,601
"g0100190",2014,"alabama","cherokee county",1,19,2014,46,87,0,127,0,6,927,"619",525,491,87,339,78,1973,1126,0,290,62,9,1413,517,1353,453
"g0100210",2014,"alabama","chilton county",1,21,2014,188,84,34,187,69,5,898,"629",620,783,182,416,71,3123,2022,13,500,70,0,1762,684,1593,650
"g0100230",2014,"alabama","choctaw county",1,23,2014,52,10,0,3,14,0,362,"573",397,447,38,318,17,915,695,0,354,78,0,728,274,837,356
"g0100250",2014,"alabama","clarke county",1,25,2014,53,14,7,78,7,0,890,"557",471,595,28,461,42,2177,1115,0,462,71,15,646,291,748,383
"g0100270",2014,"alabama","clay county",1,27,2014,16,8,0,22,22,86,845,"451",267,320,48,207,31,1064,423,0,255,52,0,633,311,638,189
"g0100290",2014,"alabama","cleburne county",1,29,2014,2,0,0,55,14,145,586,"604",171,315,52,226,6,1375,805,0,317,50,0,657,240,767,247
"g0100310",2014,"alabama","coffee county",1,31,2014,121,19,3,29,23,15,725,"676",467,1082,136,512,61,2839,1653,0,529,208,69,1808,762,1688,724
"g0100330",2014,"alabama","colbert county",1,33,2014,48,0,22,147,79,0,1992,"655",900,1047,148,643,60,3274,1941,0,816,233,0,1999,823,2587,973
"g0100350",2014,"alabama","conecuh county",1,35,2014,42,0,0,59,0,0,907,"521",377,259,58,363,33,1148,1137,0,310,38,0,711,264,792,309
"g0100370",2014,"alabama","coosa county",1,37,2014,22,24,0,31,0,0,412,"612",245,361,38,91,17,884,412,0,180,54,0,452,225,591,242
"g0100390",2014,"alabama","covington county",1,39,2014,166,32,12,86,24,24,1689,"585",673,761,110,476,28,2513,1969,0,674,128,22,1716,584,1693,763
"g0100410",2014,"alabama","crenshaw county",1,41,2014,33,4,2,23,3,0,662,"507",236,316,41,221,23,810,600,0,230,38,1,565,200,631,260
"g0100430",2014,"alabama","cullman county",1,43,2014,129,41,19,321,51,39,2247,"621",877,1439,108,990,190,6264,3621,0,1223,212,16,3394,1257,2856,1238
"g0100450",2014,"alabama","dale county",1,45,2014,95,15,34,118,8,9,1034,"621",469,891,134,530,76,3014,1143,0,530,97,4,1957,804,2129,949
"g0100470",2014,"alabama","dallas county",1,47,2014,136,30,15,271,245,402,1596,"564",523,2233,145,832,61,2877,1562,0,910,104,13,1881,498,2252,772
"g0100490",2014,"alabama","dekalb county",1,49,2014,310,171,29,50,206,108,1278,"528",1159,1100,166,1259,150,5683,2578,11,1494,227,0,2451,1039,2911,904
"g0100510",2014,"alabama","elmore county",1,51,2014,144,14,0,60,42,0,1298,"792",537,885,97,477,31,3101,1834,0,489,46,0,2338,954,2750,936
"g0100530",2014,"alabama","escambia county",1,53,2014,15,4,12,144,5,20,807,"579",969,912,138,465,54,3388,1647,0,686,54,13,1656,561,1679,725
"g0100550",2014,"alabama","etowah county",1,55,2014,279,79,61,261,39,0,5475,"627",1596,2473,357,1583,143,7253,3534,0,1518,372,80,4722,1550,4699,1704
"g0100570",2014,"alabama","fayette county",1,57,2014,50,0,0,0,0,0,638,"474",300,479,116,295,28,1319,661,0,311,48,0,972,289,884,435
"g0100590",2014,"alabama","franklin county",1,59,2014,68,46,27,191,203,0,611,"546",461,631,52,420,0,2865,1193,0,517,65,0,1210,621,1354,710
"g0100610",2014,"alabama","geneva county",1,61,2014,124,32,0,105,15,0,963,"572",353,648,77,331,41,2054,1228,0,474,178,33,1308,523,1060,615
"g0100630",2014,"alabama","greene county",1,63,2014,104,18,0,2,0,0,182,"434",177,501,27,266,68,609,310,0,268,25,28,557,225,536,128
"g0100650",2014,"alabama","hale county",1,65,2014,42,17,0,24,23,0,448,"442",295,559,77,288,80,908,518,0,465,37,24,758,208,784,309
"g0100670",2014,"alabama","henry county",1,67,2014,42,0,0,15,0,0,647,"570",254,557,24,300,4,1233,755,0,372,42,0,853,377,911,266
"g0100690",2014,"alabama","houston county",1,69,2014,111,39,9,280,37,2,1559,"682",1231,2054,257,1046,161,6813,3645,2,1288,367,58,3541,1438,4058,1766
"g0100710",2014,"alabama","jackson county",1,71,2014,121,17,2,85,71,38,1139,"550",761,840,98,990,62,4466,2072,0,941,164,67,2060,956,2377,895
"g0100730",2014,"alabama","jefferson county",1,73,2014,870,88,66,2106,451,102,28650,"811",6629,13618,2906,6362,1149,37224,22827,31,6918,1856,316,20448,5684,23385,7294
"g0100750",2014,"alabama","lamar county",1,75,2014,30,11,0,95,5,0,516,"473",390,314,19,197,2,913,602,0,263,35,0,682,350,640,303
"g0100770",2014,"alabama","lauderdale county",1,77,2014,85,25,30,117,39,0,2277,"587",995,1758,198,737,77,5314,3558,0,920,243,95,2895,1221,3226,1451
"g0100790",2014,"alabama","lawrence county",1,79,2014,59,13,0,57,3,0,790,"564",451,793,17,302,37,2193,1248,0,711,76,81,1543,612,1767,744
"g0100810",2014,"alabama","lee county",1,81,2014,270,29,20,465,119,87,1694,"777",1210,1588,243,957,213,6515,2761,2,1018,164,48,3466,1390,3960,1289
"g0100830",2014,"alabama","limestone county",1,83,2014,299,50,7,125,132,0,1625,"626",773,1097,95,743,36,5404,2337,0,772,196,8,2378,1069,2764,1092
"g0100850",2014,"alabama","lowndes county",1,85,2014,30,4,0,44,0,53,186,"566",171,351,27,201,16,894,365,0,257,19,0,576,151,479,200
"g0100870",2014,"alabama","macon county",1,87,2014,44,58,12,34,0,19,693,"595",224,744,96,89,27,1444,697,6,405,53,0,885,253,976,382
"g0100890",2014,"alabama","madison county",1,89,2014,343,154,67,938,397,81,4275,"751",2054,3307,533,1762,326,18339,7216,24,1676,489,164,8982,3201,9286,3486
"g0100910",2014,"alabama","marengo county",1,91,2014,63,6,0,22,24,0,769,"517",311,636,63,308,5,1230,814,0,340,25,17,930,437,1233,353
"g0100930",2014,"alabama","marion county",1,93,2014,81,13,17,30,44,0,999,"482",536,660,57,444,18,1853,1149,0,416,173,0,1847,618,1730,652
"g0100950",2014,"alabama","marshall county",1,95,2014,313,148,22,462,221,13,1897,"593",1090,1761,289,934,70,7259,3423,36,1324,221,63,3400,1339,3609,1623
"g0100970",2014,"alabama","mobile county",1,97,2014,1041,197,41,1317,373,157,8524,"773",4872,7544,1157,3761,375,29665,15518,26,4615,1143,241,13132,4714,15157,5256
"g0100990",2014,"alabama","monroe county",1,99,2014,13,8,0,53,6,0,538,"529",434,726,63,204,20,2114,988,0,478,85,24,726,284,882,277
"g0101010",2014,"alabama","montgomery county",1,101,2014,306,42,30,879,231,15,6815,"816",1680,4902,737,1903,321,12335,5749,0,2409,478,92,7086,2092,8575,2637
"g0101030",2014,"alabama","morgan county",1,103,2014,424,90,0,601,24,8,2642,"609",852,1725,213,1024,144,8270,3576,40,918,341,109,4143,1564,3897,1613
"g0101050",2014,"alabama","perry county",1,105,2014,43,4,0,36,89,97,591,"478",316,466,7,169,0,647,249,0,459,25,55,587,232,680,247
"g0101070",2014,"alabama","pickens county",1,107,2014,18,15,22,64,53,0,775,"454",300,580,90,317,8,1317,751,0,462,111,0,1125,451,1138,357
"g0101090",2014,"alabama","pike county",1,109,2014,62,0,25,32,63,0,1079,"592",288,639,85,327,21,1565,1096,10,389,125,39,796,463,1157,387
"g0101110",2014,"alabama","randolph county",1,111,2014,146,13,0,63,96,62,1081,"633",418,568,37,166,34,1834,995,0,427,90,0,900,488,635,395
"g0101130",2014,"alabama","russell county",1,113,2014,19,63,0,315,50,39,1689,"724",759,1215,173,525,228,4399,1450,0,1068,105,28,2557,852,2170,780
"g0101150",2014,"alabama","st. clair county",1,115,2014,264,36,85,140,15,0,1043,"732",703,1685,261,872,179,4362,3317,0,719,245,4,2955,1131,4013,1081
"g0101170",2014,"alabama","shelby county",1,117,2014,330,26,14,309,65,75,1250,"948",1071,1661,299,601,79,8949,5425,12,752,365,258,4739,1944,5354,1962
"g0101190",2014,"alabama","sumter county",1,119,2014,38,4,0,19,41,0,369,"569",218,409,66,375,0,1049,461,0,532,76,0,628,174,691,307
"g0101210",2014,"alabama","talladega county",1,121,2014,249,53,52,239,50,41,2523,"599",1056,2179,287,991,116,5478,2671,0,1171,141,21,3153,1214,4170,1283
"g0101230",2014,"alabama","tallapoosa county",1,123,2014,75,17,10,65,232,276,1506,"581",654,867,88,674,58,2586,1719,0,565,120,7,1788,634,1620,615
"g0101250",2014,"alabama","tuscaloosa county",1,125,2014,441,66,38,577,132,48,2827,"782",1919,3682,425,1746,251,8286,4935,0,1478,279,88,5154,1681,4774,1921
"g0101270",2014,"alabama","walker county",1,127,2014,144,41,12,184,0,0,1749,"598",1377,1583,204,893,220,4491,2234,0,946,377,28,4062,1273,3771,1454
"g0101290",2014,"alabama","washington county",1,129,2014,37,9,0,28,0,0,513,"579",230,522,42,192,17,1484,661,0,352,12,0,843,420,871,299
"g0101310",2014,"alabama","wilcox county",1,131,2014,17,0,9,24,0,0,338,"470",298,652,9,167,0,1182,527,0,349,16,12,350,162,435,169
"g0101330",2014,"alabama","winston county",1,133,2014,56,10,11,42,4,0,684,"499",289,526,125,427,73,2149,1059,0,403,193,0,1456,496,1483,596
"g0200130",2014,"alaska","aleutians east borough",2,13,2014,9,3,0,8,2,0,14,"922",12,53,10,6,0,1124,103,0,6,3,21,93,25,38,11
"g0200160",2014,"alaska","aleutians west census area",2,16,2014,16,4,0,41,35,14,65,"1272",11,67,0,8,0,725,68,0,26,5,22,136,34,64,18
"g0200200",2014,"alaska","anchorage municipality",2,20,2014,1192,260,99,1948,775,185,390,"1172",647,4223,1184,1661,315,18240,4631,11,2684,877,543,6990,2294,6601,1759
"g0200500",2014,"alaska","bethel census area",2,50,2014,509,350,212,212,152,113,43,"1212",19,1003,30,8,6,1868,318,0,458,0,24,465,194,288,162
"g0200600",2014,"alaska","bristol bay borough",2,60,2014,8,4,0,11,6,0,44,"1043",3,16,1,1,0,109,21,0,10,2,1,40,20,35,5
"g0200680",2014,"alaska","denali borough",2,68,2014,10,10,0,8,24,7,10,"1200",10,12,16,0,2,240,29,0,3,6,0,80,20,20,10
"g0200700",2014,"alaska","dillingham census area",2,70,2014,99,52,8,60,39,13,22,"997",6,212,5,26,4,725,85,0,159,5,13,163,63,120,46
"g0200900",2014,"alaska","fairbanks north star borough",2,90,2014,585,119,108,574,238,43,443,"1221",187,1268,405,406,157,5586,1784,0,492,93,27,2101,875,2067,675
"g0201000",2014,"alaska","haines borough",2,100,2014,0,0,23,21,0,0,51,"824",5,61,3,51,0,393,34,0,62,4,0,133,49,50,40
"g0201050",2014,"alaska","hoonah-angoon census area",2,105,2014,8,11,0,4,0,0,151,"731",23,57,10,8,4,362,98,2,45,11,2,87,67,77,43
"g0201100",2014,"alaska","juneau city and borough",2,110,2014,267,63,0,186,89,18,1015,"1169",25,402,18,142,29,2174,332,0,154,34,58,840,219,628,225
"g0201220",2014,"alaska","kenai peninsula borough",2,122,2014,292,100,44,284,95,40,359,"938",265,787,407,511,115,6089,1574,18,663,497,25,2220,928,1721,638
"g0201300",2014,"alaska","ketchikan gateway borough",2,130,2014,38,15,0,93,26,4,600,"1054",89,273,50,68,34,1159,231,13,134,26,10,331,178,373,139
"g0201500",2014,"alaska","kodiak island borough",2,150,2014,112,120,0,112,51,11,62,"972",13,181,37,52,0,1559,303,0,86,2,27,335,137,426,79
"g0201640",2014,"alaska","lake and peninsula borough",2,164,2014,23,10,3,14,10,0,29,"710",7,44,3,7,1,258,25,0,32,8,2,74,30,38,20
"g0201700",2014,"alaska","matanuska-susitna borough",2,170,2014,566,393,103,526,159,43,261,"1073",295,2006,583,840,170,7751,1643,6,662,452,133,2842,1028,2254,869
"g0201800",2014,"alaska","nome census area",2,180,2014,259,126,84,147,107,54,240,"1168",29,487,30,8,11,1200,231,2,176,18,11,288,125,207,94
"g0201850",2014,"alaska","north slope borough",2,185,2014,131,93,25,158,42,80,24,"1109",7,159,9,15,0,969,133,0,61,2,7,304,115,222,63
"g0201880",2014,"alaska","northwest arctic borough",2,188,2014,225,137,58,114,137,63,37,"1126",19,275,5,15,0,869,163,0,175,10,3,188,83,112,67
"g0201950",2014,"alaska","petersburg borough",2,195,2014,16,0,0,3,4,0,181,"898",1,45,4,25,4,381,103,0,40,6,1,90,44,93,37
"g0201980",2014,"alaska","prince of wales-hyder census area",2,198,2014,64,13,6,56,26,11,111,"789",38,187,42,57,12,1153,273,0,104,30,1,262,121,228,79
"g0202200",2014,"alaska","sitka city and borough",2,220,2014,31,17,0,39,17,3,159,"1101",34,183,43,44,0,643,207,0,45,30,44,151,103,168,92
"g0202300",2014,"alaska","skagway municipality",2,230,2014,4,1,0,1,9,0,91,"1038",2,3,3,1,0,160,8,0,1,4,0,16,8,12,9
"g0202400",2014,"alaska","southeast fairbanks census area",2,240,2014,91,30,8,42,3,17,70,"1165",26,115,46,9,21,800,217,21,92,5,25,287,134,110,116
"g0202610",2014,"alaska","valdez-cordova census area",2,261,2014,63,21,10,24,39,4,218,"861",4,86,40,32,4,1117,132,0,101,73,4,292,116,156,40
"g0202700",2014,"alaska","wade hampton census area",2,270,2014,272,233,185,74,50,86,8,"711",3,517,2,15,1,909,91,0,218,1,19,208,74,150,85
"g0202750",2014,"alaska","wrangell city and borough",2,275,2014,6,1,0,4,4,0,180,"692",4,59,7,31,2,355,102,0,41,37,0,79,89,116,71
"g0202820",2014,"alaska","yakutat city and borough",2,282,2014,3,5,0,6,1,0,3,"1000",6,8,2,3,2,75,18,0,4,0,1,14,11,3,2
"g0202900",2014,"alaska","yukon-koyukuk census area",2,290,2014,135,53,9,56,36,17,64,"658",16,200,17,25,6,1031,244,0,185,25,29,255,135,166,83
"g0400010",2014,"arizona","apache county",4,1,2014,1197,687,477,410,89,67,578,"539",517,7119,171,732,39,7066,2546,9,2920,365,374,2215,1104,2235,1073
"g0400030",2014,"arizona","cochise county",4,3,2014,546,149,44,525,85,124,4743,"792",744,4327,655,872,283,7262,5074,48,1539,686,172,4286,2124,3704,1922
"g0400050",2014,"arizona","coconino county",4,5,2014,1032,415,334,925,620,253,1655,"990",791,4370,302,835,77,10068,3326,17,1585,262,249,3585,1166,3073,1026
"g0400070",2014,"arizona","gila county",4,7,2014,302,78,11,254,39,100,2143,"735",640,3171,238,346,89,3994,3073,0,659,499,96,2191,1095,1810,972
"g0400090",2014,"arizona","graham county",4,9,2014,217,91,24,304,43,8,829,"732",218,1424,137,212,35,1720,1343,0,361,184,17,715,434,898,497
"g0400110",2014,"arizona","greenlee county",4,11,2014,61,20,0,205,12,0,532,"415",52,263,68,92,0,361,252,0,39,33,0,251,127,266,145
"g0400120",2014,"arizona","la paz county",4,12,2014,182,58,19,207,152,7,120,"588",139,1258,82,145,60,1503,1182,8,228,473,3,684,371,823,438
"g0400130",2014,"arizona","maricopa county",4,13,2014,14140,3252,1150,29072,10913,3686,17124,"952",21214,117504,9429,18189,3334,271141,160385,345,32141,11905,6658,74722,30989,82819,34108
"g0400150",2014,"arizona","mohave county",4,15,2014,723,119,64,1206,353,26,989,"799",2172,10819,1357,2166,781,17204,13857,69,2496,2268,129,7934,4466,7527,3784
"g0400170",2014,"arizona","navajo county",4,17,2014,1146,677,326,643,239,173,1738,"667",824,8442,572,1021,354,8572,4540,12,2242,521,238,4122,1806,4151,1714
